"Make"	"Model"	"Description"	"AorM"	"Transmission"	"Engine Capacity"	"Fuel Type"	" Imperial Urban (Cold) "	" Imperial Extra-Urban "	" Imperial Combined "	" CO2 g/km "	" Fuel Cost 12000 Miles "	" Tax band "	" Standard 12 months "	" Standard 6 Months "
"FORD"	"Mondeo Model Year Post 2012¾"	"2.0 Duratec EcoBoost (240PS) Estate"	"Automatic"	"A6"	1999	"Petrol"	" 25.90 "	" 47.10 "	" 36.70 "	" 179.00 "	" £2,066.14 "	" I "	" £215.00 "	" £118.25 "
"FORD"	"Mondeo Model Year Post 2012¾"	"2.0 Duratec EcoBoost (240PS) Saloon"	"Automatic"	"A6"	1999	"Petrol"	" 25.90 "	" 47.10 "	" 36.70 "	" 179.00 "	" £2,066.14 "	" I "	" £215.00 "	" £118.25 "
"FORD"	"Mondeo Model Year Post 2012¾"	"2.0 Duratorq (140PS) Estate (+DPF)"	"Manual"	"M6"	1997	"Diesel"	" 46.30 "	" 67.30 "	" 57.60 "	" 129.00 "	" £1,392.21 "	" D "	" £100.00 "	" £55.00 "
"FORD"	"Mondeo Model Year Post 2012¾"	"2.0 Duratorq (140PS) Estate (+DPF)"	"Automatic"	"A6"	1997	"Diesel"	" 39.20 "	" 60.10 "	" 50.40 "	" 149.00 "	" £1,591.10 "	" F "	" £135.00 "	" £74.25 "
"FORD"	"Mondeo Model Year Post 2012¾"	"2.0 Duratorq (140PS) Saloon (+DPF)"	"Manual"	"M6"	1997	"Diesel"	" 46.30 "	" 67.30 "	" 57.60 "	" 129.00 "	" £1,392.21 "	" D "	" £100.00 "	" £55.00 "
"FORD"	"Mondeo Model Year Post 2012¾"	"2.0 Duratorq (140PS) Saloon (+DPF)"	"Automatic"	"A6"	1997	"Diesel"	" 39.20 "	" 60.10 "	" 50.40 "	" 149.00 "	" £1,591.10 "	" F "	" £135.00 "	" £74.25 "
"FORD"	"Mondeo Model Year Post 2012¾"	"2.0 Duratorq (163PS) Estate (+DPF)"	"Manual"	"M6"	1997	"Diesel"	" 46.30 "	" 67.30 "	" 57.60 "	" 129.00 "	" £1,392.21 "	" D "	" £100.00 "	" £55.00 "
"FORD"	"Mondeo Model Year Post 2012¾"	"2.0 Duratorq (163PS) Estate (+DPF)"	"Automatic"	"A6"	1997	"Diesel"	" 39.20 "	" 60.10 "	" 50.40 "	" 149.00 "	" £1,591.10 "	" F "	" £135.00 "	" £74.25 "
"FORD"	"Mondeo Model Year Post 2012¾"	"2.0 Duratorq (163PS) Saloon (+DPF)"	"Manual"	"M6"	1997	"Diesel"	" 46.30 "	" 67.30 "	" 57.60 "	" 129.00 "	" £1,392.21 "	" D "	" £100.00 "	" £55.00 "
"FORD"	"Mondeo Model Year Post 2012¾"	"2.0 Duratorq (163PS) Saloon (+DPF)"	"Automatic"	"A6"	1997	"Diesel"	" 39.20 "	" 60.10 "	" 50.40 "	" 149.00 "	" £1,591.10 "	" F "	" £135.00 "	" £74.25 "
"FORD"	"Mondeo Model Year Post 2012¾"	"2.2 Duratorq (200PS) Estate"	"Manual"	"M6"	2179	"Diesel"	" 36.20 "	" 56.50 "	" 47.10 "	" 159.00 "	" £1,702.58 "	" G "	" £170.00 "	" £93.50 "
"FORD"	"Mondeo Model Year Post 2012¾"	"2.2 Duratorq (200PS) Estate"	"Automatic"	"A6"	2179	"Diesel"	" 31.40 "	" 55.40 "	" 43.50 "	" 173.00 "	" £1,843.48 "	" H "	" £195.00 "	" £107.25 "
"FORD"	"Mondeo Model Year Post 2012¾"	"2.2 Duratorq (200PS) Saloon"	"Manual"	"M6"	2179	"Diesel"	" 36.20 "	" 56.50 "	" 47.10 "	" 159.00 "	" £1,702.58 "	" G "	" £170.00 "	" £93.50 "
"FORD"	"Mondeo Model Year Post 2012¾"	"2.2 Duratorq (200PS) Saloon"	"Automatic"	"A6"	2179	"Diesel"	" 31.40 "	" 55.40 "	" 43.50 "	" 173.00 "	" £1,843.48 "	" H "	" £195.00 "	" £107.25 "
"FORD"	"Mondeo Model Year Pre 2012¾"	"1.6 Duratec EcoBoost (160PS) Estate"	"Manual"	"M6"	1596	"Petrol"	" 34.40 "	" 52.30 "	" 44.10 "	" 149.00 "	" £1,719.44 "	" F "	" £135.00 "	" £74.25 "
"FORD"	"Mondeo Model Year Pre 2012¾"	"1.6 Duratec EcoBoost (160PS) Saloon"	"Manual"	"M6"	1596	"Petrol"	" 34.40 "	" 52.30 "	" 44.10 "	" 149.00 "	" £1,719.44 "	" F "	" £135.00 "	" £74.25 "
"FORD"	"Mondeo Model Year Pre 2012¾"	"1.6 Duratec Ti-VCT (120PS) Estate"	"Manual"	"M5"	1596	"Petrol"	" 30.70 "	" 52.30 "	" 41.50 "	" 159.00 "	" £1,827.16 "	" G "	" £170.00 "	" £93.50 "
"FORD"	"Mondeo Model Year Pre 2012¾"	"1.6 Duratec Ti-VCT (120PS) Saloon"	"Manual"	"M5"	1596	"Petrol"	" 30.70 "	" 52.30 "	" 41.50 "	" 159.00 "	" £1,827.16 "	" G "	" £170.00 "	" £93.50 "
"FORD"	"Mondeo Model Year Pre 2012¾"	"1.6 Duratorq Stop-Start (115PS) Estate (+DPF)"	"Manual"	"M6"	1560	"Diesel"	" 56.50 "	" 72.40 "	" 65.70 "	" 114.00 "	" £1,220.57 "	" C "	" £30.00 "	" NA "
"FORD"	"Mondeo Model Year Pre 2012¾"	"1.6 Duratorq Stop-Start (115PS) Saloon (+DPF)"	"Manual"	"M6"	1560	"Diesel"	" 56.50 "	" 72.40 "	" 65.70 "	" 114.00 "	" £1,220.57 "	" C "	" £30.00 "	" NA "
"FORD"	"Mondeo Model Year Pre 2012¾"	"2.0 Duratec (145PS) Estate"	"Manual"	"M5"	1999	"Petrol"	" 25.20 "	" 47.10 "	" 35.80 "	" 184.00 "	" £2,118.08 "	" I "	" £215.00 "	" £118.25 "
"FORD"	"Mondeo Model Year Pre 2012¾"	"2.0 Duratec (145PS) FFV Estate"	"Manual"	"M5"	1999	"Petrol/E85 (Flex Fuel)"	" 19.80 "	" 35.30 "	" 27.40 "	" 169.00 "	" £2,767.00 "	" H "	" £195.00 "	" £107.25 "
"FORD"	"Mondeo Model Year Pre 2012¾"	"2.0 Duratec (145PS) FFV Estate"	"Manual"	"M5"	1999	"Petrol"	" 25.00 "	" 47.10 "	" 35.30 "	" 184.00 "	" £2,148.08 "	" I "	" £215.00 "	" £118.25 "
"FORD"	"Mondeo Model Year Pre 2012¾"	"2.0 Duratec (145PS) FFV Saloon "	"Manual"	"M5"	1999	"Petrol/E85 (Flex Fuel)"	" 19.80 "	" 35.30 "	" 27.40 "	" 169.00 "	" £2,767.00 "	" H "	" £195.00 "	" £107.25 "
"FORD"	"Mondeo Model Year Pre 2012¾"	"2.0 Duratec (145PS) FFV Saloon "	"Manual"	"M5"	1999	"Petrol"	" 25.00 "	" 47.10 "	" 35.30 "	" 184.00 "	" £2,148.08 "	" I "	" £215.00 "	" £118.25 "
"FORD"	"Mondeo Model Year Pre 2012¾"	"2.0 Duratec (145PS) Saloon"	"Manual"	"M5"	1999	"Petrol"	" 25.20 "	" 47.10 "	" 35.80 "	" 184.00 "	" £2,118.08 "	" I "	" £215.00 "	" £118.25 "
"FORD"	"Mondeo Model Year Pre 2012¾"	"2.0 Duratec EcoBoost (203PS) Estate"	"Automatic"	"A6"	1976	"Petrol"	" 26.40 "	" 47.10 "	" 36.70 "	" 179.00 "	" £2,066.14 "	" I "	" £215.00 "	" £118.25 "
"FORD"	"Mondeo Model Year Pre 2012¾"	"2.0 Duratec EcoBoost (203PS) Saloon"	"Automatic"	"A6"	1976	"Petrol"	" 26.40 "	" 47.10 "	" 36.70 "	" 179.00 "	" £2,066.14 "	" I "	" £215.00 "	" £118.25 "
"FORD"	"Mondeo Model Year Pre 2012¾"	"2.0 Duratec EcoBoost (240PS) Estate"	"Automatic"	"A6"	1999	"Petrol"	" 25.90 "	" 47.10 "	" 36.70 "	" 179.00 "	" £2,066.14 "	" I "	" £215.00 "	" £118.25 "
"FORD"	"Mondeo Model Year Pre 2012¾"	"2.0 Duratec EcoBoost (240PS) Saloon"	"Automatic"	"A6"	1999	"Petrol"	" 25.90 "	" 47.10 "	" 36.70 "	" 179.00 "	" £2,066.14 "	" I "	" £215.00 "	" £118.25 "
"FORD"	"Mondeo Model Year Pre 2012¾"	"2.0 Duratorq (140PS) Estate (+DPF)"	"Manual"	"M6"	1997	"Diesel"	" 42.80 "	" 62.80 "	" 53.30 "	" 139.00 "	" £1,504.53 "	" E "	" £120.00 "	" £66.00 "
"FORD"	"Mondeo Model Year Pre 2012¾"	"2.0 Duratorq (140PS) Estate (+DPF)"	"Automatic"	"A6"	1997	"Diesel"	" 39.20 "	" 60.10 "	" 50.40 "	" 149.00 "	" £1,591.10 "	" F "	" £135.00 "	" £74.25 "
"FORD"	"Mondeo Model Year Pre 2012¾"	"2.0 Duratorq (140PS) Saloon (+DPF)"	"Manual"	"M6"	1997	"Diesel"	" 42.80 "	" 62.80 "	" 53.30 "	" 139.00 "	" £1,504.53 "	" E "	" £120.00 "	" £66.00 "
"FORD"	"Mondeo Model Year Pre 2012¾"	"2.0 Duratorq (140PS) Saloon (+DPF)"	"Automatic"	"A6"	1997	"Diesel"	" 39.20 "	" 60.10 "	" 50.40 "	" 149.00 "	" £1,591.10 "	" F "	" £135.00 "	" £74.25 "
"FORD"	"Mondeo Model Year Pre 2012¾"	"2.0 Duratorq (163PS) Estate (+DPF)"	"Manual"	"M6"	1997	"Diesel"	" 42.80 "	" 62.80 "	" 53.30 "	" 139.00 "	" £1,504.53 "	" E "	" £120.00 "	" £66.00 "
"FORD"	"Mondeo Model Year Pre 2012¾"	"2.0 Duratorq (163PS) Estate (+DPF)"	"Automatic"	"A6"	1997	"Diesel"	" 39.20 "	" 60.10 "	" 50.40 "	" 149.00 "	" £1,591.10 "	" F "	" £135.00 "	" £74.25 "
"FORD"	"Mondeo Model Year Pre 2012¾"	"2.0 Duratorq (163PS) Saloon (+DPF)"	"Manual"	"M6"	1997	"Diesel"	" 42.80 "	" 62.80 "	" 53.30 "	" 139.00 "	" £1,504.53 "	" E "	" £120.00 "	" £66.00 "
"FORD"	"Mondeo Model Year Pre 2012¾"	"2.0 Duratorq (163PS) Saloon (+DPF)"	"Automatic"	"A6"	1997	"Diesel"	" 39.20 "	" 60.10 "	" 50.40 "	" 149.00 "	" £1,591.10 "	" F "	" £135.00 "	" £74.25 "
"FORD"	"Mondeo Model Year Pre 2012¾"	"2.2 Duratorq (200PS) Estate"	"Manual"	"M6"	2179	"Diesel"	" 36.20 "	" 56.50 "	" 47.10 "	" 159.00 "	" £1,702.58 "	" G "	" £170.00 "	" £93.50 "
"FORD"	"Mondeo Model Year Pre 2012¾"	"2.2 Duratorq (200PS) Estate"	"Automatic"	"A6"	2179	"Diesel"	" 31.40 "	" 55.40 "	" 43.50 "	" 173.00 "	" £1,843.48 "	" H "	" £195.00 "	" £107.25 "
"FORD"	"Mondeo Model Year Pre 2012¾"	"2.2 Duratorq (200PS) Saloon"	"Manual"	"M6"	2179	"Diesel"	" 36.20 "	" 56.50 "	" 47.10 "	" 159.00 "	" £1,702.58 "	" G "	" £170.00 "	" £93.50 "
"FORD"	"Mondeo Model Year Pre 2012¾"	"2.2 Duratorq (200PS) Saloon"	"Automatic"	"A6"	2179	"Diesel"	" 31.40 "	" 55.40 "	" 43.50 "	" 173.00 "	" £1,843.48 "	" H "	" £195.00 "	" £107.25 "
"FORD"	"S-MAX Model Year Post 2012¾"	"1.6 Duratec EcoBoost Stop-Start (160PS)"	"Manual"	"M6"	1596	"Petrol"	" 32.10 "	" 49.60 "	" 41.50 "	" 159.00 "	" £1,827.16 "	" G "	" £170.00 "	" £93.50 "
"FORD"	"S-MAX Model Year Post 2012¾"	"1.6 Duratorq Stop-Start (115PS)"	"Manual"	"M6"	1560	"Diesel"	" 47.90 "	" 57.60 "	" 54.30 "	" 139.00 "	" £1,476.82 "	" E "	" £120.00 "	" £66.00 "
"FORD"	"S-MAX Model Year Post 2012¾"	"2.0 Duratec EcoBoost (203PS)"	"Automatic"	"A6"	1999	"Petrol"	" 25.70 "	" 44.10 "	" 34.90 "	" 189.00 "	" £2,172.70 "	" J "	" £250.00 "	" £137.50 "
"FORD"	"S-MAX Model Year Post 2012¾"	"2.0 Duratec EcoBoost (240PS)"	"Automatic"	"A6"	1999	"Petrol"	" 24.60 "	" 43.50 "	" 34.00 "	" 194.00 "	" £2,230.21 "	" J "	" £250.00 "	" £137.50 "
"FORD"	"S-MAX Model Year Post 2012¾"	"2.0 Duratorq (140PS) (+DPF)"	"Manual"	"M6"	1997	"Diesel"	" 42.20 "	" 60.10 "	" 52.30 "	" 143.00 "	" £1,533.30 "	" F "	" £135.00 "	" £74.25 "
"FORD"	"S-MAX Model Year Post 2012¾"	"2.0 Duratorq (140PS) (+DPF)"	"Automatic"	"A6"	1997	"Diesel"	" 38.20 "	" 54.30 "	" 47.10 "	" 159.00 "	" £1,702.58 "	" G "	" £170.00 "	" £93.50 "
"FORD"	"S-MAX Model Year Post 2012¾"	"2.0 Duratorq (163PS) (+DPF)"	"Manual"	"M6"	1997	"Diesel"	" 42.20 "	" 60.10 "	" 52.30 "	" 143.00 "	" £1,533.30 "	" F "	" £135.00 "	" £74.25 "
"FORD"	"S-MAX Model Year Post 2012¾"	"2.0 Duratorq (163PS) (+DPF)"	"Automatic"	"A6"	1997	"Diesel"	" 38.20 "	" 54.30 "	" 47.10 "	" 159.00 "	" £1,702.58 "	" G "	" £170.00 "	" £93.50 "
"FORD"	"S-MAX Model Year Post 2012¾"	"2.2 Duratorq (200PS) (+DPF)"	"Manual"	"M6"	2179	"Diesel"	" 34.40 "	" 49.60 "	" 42.80 "	" 174.00 "	" £1,873.63 "	" H "	" £195.00 "	" £107.25 "
"FORD"	"S-MAX Model Year Post 2012¾"	"2.2 Duratorq (200PS) (+DPF)"	"Automatic"	"A6"	2179	"Diesel"	" 30.10 "	" 48.70 "	" 39.80 "	" 189.00 "	" £2,014.86 "	" J "	" £250.00 "	" £137.50 "
"FORD"	"S-MAX Model Year Pre 2012¾"	"1.6 Duratec EcoBoost Stop-Start (160PS)"	"Manual"	"M6"	1596	"Petrol"	" 32.10 "	" 49.60 "	" 41.50 "	" 159.00 "	" £1,827.16 "	" G "	" £170.00 "	" £93.50 "
"FORD"	"S-MAX Model Year Pre 2012¾"	"1.6 Duratorq Stop-Start (115PS)"	"Manual"	"M6"	1560	"Diesel"	" 47.90 "	" 57.60 "	" 54.30 "	" 139.00 "	" £1,476.82 "	" E "	" £120.00 "	" £66.00 "
"FORD"	"S-MAX Model Year Pre 2012¾"	"2.0 Duratec (145PS)"	"Manual"	"M5"	1999	"Petrol"	" 25.00 "	" 44.10 "	" 34.40 "	" 189.00 "	" £2,204.28 "	" J "	" £250.00 "	" £137.50 "
"FORD"	"S-MAX Model Year Pre 2012¾"	"2.0 Duratec (145PS) FFV"	"Manual"	"M5"	1999	"Petrol/E85 (Flex Fuel)"	" 19.20 "	" 32.80 "	" 25.90 "	" 179.00 "	" £2,928.00 "	" I "	" £215.00 "	" £118.25 "
"FORD"	"S-MAX Model Year Pre 2012¾"	"2.0 Duratec (145PS) FFV"	"Manual"	"M5"	1999	"Petrol"	" 25.20 "	" 43.50 "	" 34.40 "	" 191.00 "	" £2,204.28 "	" J "	" £250.00 "	" £137.50 "
"FORD"	"S-MAX Model Year Pre 2012¾"	"2.0 Duratec EcoBoost (203PS)"	"Automatic"	"A6"	1999	"Petrol"	" 25.70 "	" 44.10 "	" 34.90 "	" 189.00 "	" £2,172.70 "	" J "	" £250.00 "	" £137.50 "
"FORD"	"S-MAX Model Year Pre 2012¾"	"2.0 Duratec EcoBoost (240PS) "	"Automatic"	"A6"	1999	"Petrol"	" 24.60 "	" 43.50 "	" 34.00 "	" 194.00 "	" £2,230.21 "	" J "	" £250.00 "	" £137.50 "
"FORD"	"S-MAX Model Year Pre 2012¾"	"2.0 Duratorq (115PS) (+DPF)"	"Manual"	"M6"	1997	"Diesel"	" 40.40 "	" 58.90 "	" 50.40 "	" 149.00 "	" £1,591.10 "	" F "	" £135.00 "	" £74.25 "
"FORD"	"S-MAX Model Year Pre 2012¾"	"2.0 Duratorq (140PS) (+DPF)"	"Manual"	"M6"	1997	"Diesel"	" 40.40 "	" 58.90 "	" 50.40 "	" 149.00 "	" £1,591.10 "	" F "	" £135.00 "	" £74.25 "
"FORD"	"S-MAX Model Year Pre 2012¾"	"2.0 Duratorq (140PS) (+DPF)"	"Automatic"	"A6"	1997	"Diesel"	" 38.20 "	" 54.30 "	" 47.10 "	" 159.00 "	" £1,702.58 "	" G "	" £170.00 "	" £93.50 "
"FORD"	"S-MAX Model Year Pre 2012¾"	"2.0 Duratorq (163PS) (+DPF)"	"Manual"	"M6"	1997	"Diesel"	" 40.40 "	" 58.90 "	" 50.40 "	" 149.00 "	" £1,591.10 "	" F "	" £135.00 "	" £74.25 "
"FORD"	"S-MAX Model Year Pre 2012¾"	"2.0 Duratorq (163PS) (+DPF)"	"Automatic"	"A6"	1997	"Diesel"	" 38.20 "	" 54.30 "	" 47.10 "	" 159.00 "	" £1,702.58 "	" G "	" £170.00 "	" £93.50 "
"FORD"	"S-MAX Model Year Pre 2012¾"	"2.2 Duratorq (200PS) (+DPF)"	"Manual"	"M6"	2179	"Diesel"	" 34.40 "	" 49.60 "	" 42.80 "	" 174.00 "	" £1,873.63 "	" H "	" £195.00 "	" £107.25 "
"HONDA"	"S-MAX Model Year Pre 2012¾"	"2.2 Duratorq (200PS) (+DPF)"	"Automatic"	"A6"	2179	"Diesel"	" 30.10 "	" 48.70 "	" 39.80 "	" 189.00 "	" £2,014.86 "	" J "	" £250.00 "	" £137.50 "
"HONDA"	"Accord Saloon Model Year 2011"	"2.0 i-VTEC ES"	"Manual"	"M6"	1997	"Petrol"	" 29.40 "	" 47.90 "	" 38.70 "	" 168.00 "	" £1,959.36 "	" H "	" £195.00 "	" £107.25 "
"HONDA"	"Accord Saloon Model Year 2011"	"2.0 i-VTEC ES"	"Automatic"	"A5"	1997	"Petrol"	" 26.60 "	" 47.90 "	" 37.20 "	" 176.00 "	" £2,038.37 "	" I "	" £215.00 "	" £118.25 "
"HONDA"	"Accord Saloon Model Year 2011"	"2.0 i-VTEC ES GT EX"	"Manual"	"M6"	1997	"Petrol"	" 28.80 "	" 46.30 "	" 37.70 "	" 172.00 "	" £2,011.33 "	" H "	" £195.00 "	" £107.25 "
"HONDA"	"Accord Saloon Model Year 2011"	"2.0 i-VTEC ES GT EX"	"Automatic"	"A5"	1997	"Petrol"	" 25.90 "	" 46.30 "	" 36.20 "	" 180.00 "	" £2,094.68 "	" I "	" £215.00 "	" £118.25 "
"HONDA"	"Accord Saloon Model Year 2011"	"2.2 i-DTEC ES"	"Manual"	"M6"	2199	"Diesel"	" 38.70 "	" 61.40 "	" 50.40 "	" 147.00 "	" £1,591.10 "	" F "	" £135.00 "	" £74.25 "
"HONDA"	"Accord Saloon Model Year 2011"	"2.2 i-DTEC ES ES GT EX"	"Automatic"	"A5"	2199	"Diesel"	" 33.20 "	" 53.30 "	" 44.10 "	" 170.00 "	" £1,818.40 "	" H "	" £195.00 "	" £107.25 "
"HONDA"	"Accord Saloon Model Year 2011"	"2.2 i-DTEC ES GT"	"Manual"	"M6"	2199	"Diesel"	" 38.70 "	" 61.40 "	" 50.40 "	" 149.00 "	" £1,591.10 "	" F "	" £135.00 "	" £74.25 "
"HONDA"	"Accord Saloon Model Year 2011"	"2.2 i-DTEC EX"	"Manual"	"M6"	2199	"Diesel"	" 38.70 "	" 60.10 "	" 50.40 "	" 149.00 "	" £1,591.10 "	" F "	" £135.00 "	" £74.25 "
"HONDA"	"Accord Saloon Model Year 2011"	"2.2 i-DTEC Type S"	"Manual"	"M6"	2199	"Diesel"	" 37.70 "	" 57.60 "	" 48.70 "	" 154.00 "	" £1,646.64 "	" G "	" £170.00 "	" £93.50 "
"HONDA"	"Accord Saloon Model Year 2011"	"2.4 i-VTEC EX"	"Automatic"	"A5"	2354	"Petrol"	" 22.60 "	" 42.80 "	" 32.50 "	" 202.00 "	" £2,333.15 "	" K "	" £270.00 "	" £148.50 "
"HONDA"	"Accord Saloon Model Year 2011"	"2.4 i-VTEC EX"	"Manual"	"M6"	2354	"Petrol"	" 23.20 "	" 39.80 "	" 31.40 "	" 207.00 "	" £2,414.88 "	" K "	" £270.00 "	" £148.50 "
"HONDA"	"Accord Saloon Model Year 2012"	"2.0 i-VTEC ES"	"Manual"	"M6"	1997	"Petrol"	" 31.40 "	" 50.40 "	" 40.90 "	" 159.00 "	" £1,853.97 "	" G "	" £170.00 "	" £93.50 "
"HONDA"	"Accord Saloon Model Year 2012"	"2.0 i-VTEC ES"	"Automatic"	"A5"	1997	"Petrol"	" 28.00 "	" 50.40 "	" 38.70 "	" 168.00 "	" £1,959.36 "	" H "	" £195.00 "	" £107.25 "
"HONDA"	"Accord Saloon Model Year 2012"	"2.0 i-VTEC ES GT"	"Manual"	"M6"	1997	"Petrol"	" 31.40 "	" 50.40 "	" 40.90 "	" 162.00 "	" £1,853.97 "	" G "	" £170.00 "	" £93.50 "
"HONDA"	"Accord Saloon Model Year 2012"	"2.0 i-VTEC ES GT"	"Automatic"	"A5"	1997	"Petrol"	" 28.00 "	" 50.40 "	" 38.70 "	" 170.00 "	" £1,959.36 "	" H "	" £195.00 "	" £107.25 "
"HONDA"	"Accord Saloon Model Year 2012"	"2.0 i-VTEC EX"	"Manual"	"M6"	1997	"Petrol"	" 31.00 "	" 48.70 "	" 40.40 "	" 162.00 "	" £1,876.91 "	" G "	" £170.00 "	" £93.50 "
"HONDA"	"Accord Saloon Model Year 2012"	"2.0 i-VTEC EX"	"Automatic"	"A5"	1997	"Petrol"	" 27.70 "	" 49.60 "	" 38.70 "	" 170.00 "	" £1,959.36 "	" H "	" £195.00 "	" £107.25 "
"HONDA"	"Accord Saloon Model Year 2012"	"2.2 i-DTEC ES"	"Manual"	"M6"	2199	"Diesel"	" 41.50 "	" 64.20 "	" 53.30 "	" 138.00 "	" £1,504.53 "	" E "	" £120.00 "	" £66.00 "
"HONDA"	"Accord Saloon Model Year 2012"	"2.2 i-DTEC ES"	"Automatic"	"A5"	2199	"Diesel"	" 34.90 "	" 56.50 "	" 46.30 "	" 159.00 "	" £1,732.00 "	" G "	" £170.00 "	" £93.50 "
"HONDA"	"Accord Saloon Model Year 2012"	"2.2 i-DTEC ES GT"	"Manual"	"M6"	2199	"Diesel"	" 41.50 "	" 64.20 "	" 53.30 "	" 141.00 "	" £1,504.53 "	" F "	" £135.00 "	" £74.25 "
"HONDA"	"Accord Saloon Model Year 2012"	"2.2 i-DTEC ES GT"	"Automatic"	"A5"	2199	"Diesel"	" 34.90 "	" 56.50 "	" 46.30 "	" 162.00 "	" £1,732.00 "	" G "	" £170.00 "	" £93.50 "
"HONDA"	"Accord Saloon Model Year 2012"	"2.2 i-DTEC EX"	"Manual"	"M6"	2199	"Diesel"	" 40.90 "	" 62.80 "	" 52.30 "	" 141.00 "	" £1,533.30 "	" F "	" £135.00 "	" £74.25 "
"HONDA"	"Accord Saloon Model Year 2012"	"2.2 i-DTEC EX"	"Automatic"	"A5"	2199	"Diesel"	" 34.40 "	" 55.40 "	" 45.60 "	" 162.00 "	" £1,758.58 "	" G "	" £170.00 "	" £93.50 "
"HONDA"	"Accord Saloon Model Year 2012"	"2.2 i-DTEC Type S"	"Manual"	"M6"	2199	"Diesel"	" 39.80 "	" 58.90 "	" 50.40 "	" 147.00 "	" £1,591.10 "	" F "	" £135.00 "	" £74.25 "
"HONDA"	"Accord Saloon Model Year 2012"	"2.4 i-VTEC EX"	"Automatic"	"A5"	2354	"Petrol"	" 23.50 "	" 44.80 "	" 33.60 "	" 195.00 "	" £2,256.76 "	" J "	" £250.00 "	" £137.50 "
"HONDA"	"Accord Saloon Model Year 2012"	"2.4 i-VTEC EX"	"Manual"	"M6"	2354	"Petrol"	" 24.40 "	" 40.90 "	" 32.80 "	" 199.00 "	" £2,311.81 "	" J "	" £250.00 "	" £137.50 "
"HONDA"	"Accord Saloon Model Year 2013"	"2.0 i-VTEC ES"	"Manual"	"M6"	1997	"Petrol"	" 31.40 "	" 50.40 "	" 40.90 "	" 159.00 "	" £1,853.97 "	" G "	" £170.00 "	" £93.50 "
"HONDA"	"Accord Saloon Model Year 2013"	"2.0 i-VTEC ES"	"Automatic"	"A5"	1997	"Petrol"	" 28.00 "	" 50.40 "	" 38.70 "	" 168.00 "	" £1,959.36 "	" H "	" £195.00 "	" £107.25 "
"HONDA"	"Accord Saloon Model Year 2013"	"2.0 i-VTEC ES GT EX"	"Manual"	"M6"	1997	"Petrol"	" 31.40 "	" 50.40 "	" 40.90 "	" 162.00 "	" £1,853.97 "	" G "	" £170.00 "	" £93.50 "
"HONDA"	"Accord Saloon Model Year 2013"	"2.0 i-VTEC ES GT EX"	"Automatic"	"A5"	1997	"Petrol"	" 28.00 "	" 50.40 "	" 38.70 "	" 170.00 "	" £1,959.36 "	" H "	" £195.00 "	" £107.25 "
"HONDA"	"Accord Saloon Model Year 2013"	"2.2 i-DTEC ES"	"Manual"	"M6"	2199	"Diesel"	" 41.50 "	" 64.20 "	" 53.30 "	" 138.00 "	" £1,504.53 "	" E "	" £120.00 "	" £66.00 "
"HONDA"	"Accord Saloon Model Year 2013"	"2.2 i-DTEC ES"	"Automatic"	"A5"	2199	"Diesel"	" 34.90 "	" 56.50 "	" 46.30 "	" 159.00 "	" £1,732.00 "	" G "	" £170.00 "	" £93.50 "
"HONDA"	"Accord Saloon Model Year 2013"	"2.2 i-DTEC ES GT EX"	"Manual"	"M6"	2199	"Diesel"	" 41.50 "	" 64.20 "	" 53.30 "	" 141.00 "	" £1,504.53 "	" F "	" £135.00 "	" £74.25 "
"HONDA"	"Accord Saloon Model Year 2013"	"2.2 i-DTEC ES GT EX"	"Automatic"	"A5"	2199	"Diesel"	" 34.90 "	" 56.50 "	" 46.30 "	" 162.00 "	" £1,732.00 "	" G "	" £170.00 "	" £93.50 "
"HONDA"	"Accord Saloon Model Year 2013"	"2.2 i-DTEC Type S"	"Manual"	"M6"	2199	"Diesel"	" 39.80 "	" 58.90 "	" 50.40 "	" 147.00 "	" £1,591.10 "	" F "	" £135.00 "	" £74.25 "
"HONDA"	"Accord Saloon Model Year 2013"	"2.4 i-VTEC EX"	"Automatic"	"A5"	2354	"Petrol"	" 23.50 "	" 44.80 "	" 33.60 "	" 195.00 "	" £2,256.76 "	" J "	" £250.00 "	" £137.50 "
"HONDA"	"Accord Saloon Model Year 2013"	"2.4 i-VTEC EX"	"Manual"	"M6"	2354	"Petrol"	" 24.40 "	" 40.90 "	" 32.80 "	" 199.00 "	" £2,311.81 "	" J "	" £250.00 "	" £137.50 "
"HONDA"	"Accord Tourer Model Year 2011"	"2.0 i-VTEC ES"	"Manual"	"M6"	1997	"Petrol"	" 29.40 "	" 46.30 "	" 38.20 "	" 171.00 "	" £1,985.01 "	" H "	" £195.00 "	" £107.25 "
"HONDA"	"Accord Tourer Model Year 2011"	"2.0 i-VTEC ES"	"Automatic"	"A5"	1997	"Petrol"	" 26.20 "	" 46.30 "	" 35.80 "	" 181.00 "	" £2,118.08 "	" I "	" £215.00 "	" £118.25 "
"HONDA"	"Accord Tourer Model Year 2011"	"2.0 i-VTEC ES GT"	"Manual"	"M6"	1997	"Petrol"	" 28.50 "	" 44.80 "	" 37.20 "	" 175.00 "	" £2,038.37 "	" H "	" £195.00 "	" £107.25 "
